ontology_id	ontology_name	nr_common_with_tested_elements	nr_common_with_background_elements	p_value	eFDR	source	direction
GO:0006633	fatty acid biosynthetic process	0	10	1	1	GO:BP	Down-planktonic
GO:0006777	Mo-molybdopterin cofactor biosynthetic process	0	7	1	1	GO:BP	Down-planktonic
GO:0006810	transport	0	7	1	1	GO:BP	Down-planktonic
GO:0006812	monoatomic cation transport	0	5	1	1	GO:BP	Down-planktonic
GO:0006813	potassium ion transport	0	2	1	1	GO:BP	Down-planktonic
GO:0006865	amino acid transport	1	14	0.548576030677216	1	GO:BP	Down-planktonic
GO:0007165	signal transduction	0	6	1	1	GO:BP	Down-planktonic
GO:0008033	tRNA processing	0	10	1	1	GO:BP	Down-planktonic
GO:0008152	metabolic process	1	9	0.399935731764701	1	GO:BP	Down-planktonic
GO:0008360	regulation of cell shape	0	5	1	1	GO:BP	Down-planktonic
GO:0008616	queuosine biosynthetic process	0	5	1	1	GO:BP	Down-planktonic
GO:0008643	carbohydrate transport	1	5	0.246839429790169	0.999428571428571	GO:BP	Down-planktonic
GO:0009089	lysine biosynthetic process via diaminopimelate	1	5	0.246839429790169	0.999428571428571	GO:BP	Down-planktonic
GO:0009228	thiamine biosynthetic process	4	6	0.000120812006491278	0.000666666666666667	GO:BP	Down-planktonic
GO:0009234	menaquinone biosynthetic process	0	9	1	1	GO:BP	Down-planktonic
GO:0009252	peptidoglycan biosynthetic process	0	14	1	1	GO:BP	Down-planktonic
GO:0009306	protein secretion	1	8	0.364834479305255	1	GO:BP	Down-planktonic
GO:0009401	phosphoenolpyruvate-dependent sugar phosphotransferase system	3	20	0.0937657843792359	0.4402	GO:BP	Down-planktonic
GO:0015074	DNA integration	0	13	1	1	GO:BP	Down-planktonic
GO:0015986	proton motive force-driven ATP synthesis	4	6	0.000120812006491278	0.000666666666666667	GO:BP	Down-planktonic
GO:0016226	iron-sulfur cluster assembly	0	5	1	1	GO:BP	Down-planktonic
GO:0016310	phosphorylation	0	10	1	1	GO:BP	Down-planktonic
GO:0019350	teichoic acid biosynthetic process	0	8	1	1	GO:BP	Down-planktonic
GO:0019512	lactose catabolic process via tagatose-6-phosphate	0	5	1	1	GO:BP	Down-planktonic
GO:0030001	metal ion transport	0	5	1	1	GO:BP	Down-planktonic
GO:0031556	transcriptional attenuation by ribosome	0	0	1	1	GO:BP	Down-planktonic
GO:0032259	methylation	0	5	1	1	GO:BP	Down-planktonic
GO:0036211	protein modification process	0	5	1	1	GO:BP	Down-planktonic
GO:0042254	ribosome biogenesis	0	6	1	1	GO:BP	Down-planktonic
GO:0045892	negative regulation of DNA-templated transcription	0	8	1	1	GO:BP	Down-planktonic
GO:0051301	cell division	0	8	1	1	GO:BP	Down-planktonic
GO:0055085	transmembrane transport	3	54	0.579705166678627	1	GO:BP	Down-planktonic
GO:0071555	cell wall organization	0	6	1	1	GO:BP	Down-planktonic
GO:0000155	phosphorelay sensor kinase activity	0	8	1	1	GO:MF	Down-planktonic
GO:0000166	nucleotide binding	5	21	0.00466327777506192	0.059	GO:MF	Down-planktonic
GO:0000287	magnesium ion binding	1	10	0.433111729043178	1	GO:MF	Down-planktonic
GO:0003676	nucleic acid binding	0	13	1	1	GO:MF	Down-planktonic
GO:0003677	DNA binding	0	110	1	1	GO:MF	Down-planktonic
GO:0003678	DNA helicase activity	0	7	1	1	GO:MF	Down-planktonic
GO:0003684	damaged DNA binding	0	5	1	1	GO:MF	Down-planktonic
GO:0003697	single-stranded DNA binding	0	4	1	1	GO:MF	Down-planktonic
GO:0003700	DNA-binding transcription factor activity	0	40	1	1	GO:MF	Down-planktonic
GO:0003723	RNA binding	2	30	0.49886811356688	1	GO:MF	Down-planktonic
GO:0003735	structural constituent of ribosome	22	56	0.0000000000000145439216225896	0	GO:MF	Down-planktonic
GO:0003824	catalytic activity	3	21	0.105179972719643	1	GO:MF	Down-planktonic
GO:0003887	DNA-directed DNA polymerase activity	0	10	1	1	GO:MF	Down-planktonic
GO:0003899	DNA-directed 5'-3' RNA polymerase activity	0	7	1	1	GO:MF	Down-planktonic
GO:0003924	GTPase activity	0	16	1	1	GO:MF	Down-planktonic
GO:0004040	amidase activity	1	5	0.246839429790169	1	GO:MF	Down-planktonic
GO:0004252	serine-type endopeptidase activity	0	6	1	1	GO:MF	Down-planktonic
GO:0004673	protein histidine kinase activity	0	5	1	1	GO:MF	Down-planktonic
GO:0004803	transposase activity	0	12	1	1	GO:MF	Down-planktonic
GO:0005198	structural molecule activity	0	3	1	1	GO:MF	Down-planktonic
GO:0005215	transporter activity	0	5	1	1	GO:MF	Down-planktonic
GO:0005515	protein binding	0	15	1	1	GO:MF	Down-planktonic
GO:0005524	ATP binding	6	145	0.823979875733795	1	GO:MF	Down-planktonic
GO:0005525	GTP binding	1	20	0.679462243858767	1	GO:MF	Down-planktonic
GO:0008080	N-acetyltransferase activity	0	12	1	1	GO:MF	Down-planktonic
GO:0008168	methyltransferase activity	0	13	1	1	GO:MF	Down-planktonic
GO:0008233	peptidase activity	0	4	1	1	GO:MF	Down-planktonic
GO:0008253	5'-nucleotidase activity	0	5	1	1	GO:MF	Down-planktonic
GO:0008270	zinc ion binding	0	16	1	1	GO:MF	Down-planktonic
GO:0008757	S-adenosylmethionine-dependent methyltransferase activity	0	8	1	1	GO:MF	Down-planktonic
GO:0008982	protein-N(PI)-phosphohistidine-sugar phosphotransferase activity	1	10	0.433111729043178	1	GO:MF	Down-planktonic
GO:0009009	site-specific recombinase activity	0	4	1	1	GO:MF	Down-planktonic
GO:0009055	electron transfer activity	0	10	1	1	GO:MF	Down-planktonic
GO:0009982	pseudouridine synthase activity	0	7	1	1	GO:MF	Down-planktonic
GO:0010181	FMN binding	0	14	1	1	GO:MF	Down-planktonic
GO:0015035	protein-disulfide reductase activity	0	6	1	1	GO:MF	Down-planktonic
GO:0015078	proton transmembrane transporter activity	1	7	0.327697191320319	1	GO:MF	Down-planktonic
GO:0015171	amino acid transmembrane transporter activity	1	11	0.464467269930166	1	GO:MF	Down-planktonic
GO:0015293	symporter activity	0	9	1	1	GO:MF	Down-planktonic
GO:0016301	kinase activity	0	6	1	1	GO:MF	Down-planktonic
GO:0016491	oxidoreductase activity	0	33	1	1	GO:MF	Down-planktonic
GO:0016746	acyltransferase activity	0	13	1	1	GO:MF	Down-planktonic
GO:0016747	acyltransferase activity, transferring groups other than amino-acyl groups	1	5	0.246839429790169	1	GO:MF	Down-planktonic
GO:0016757	glycosyltransferase activity	0	9	1	1	GO:MF	Down-planktonic
GO:0016780	phosphotransferase activity, for other substituted phosphate groups	1	5	0.246839429790169	1	GO:MF	Down-planktonic
GO:0016787	hydrolase activity	2	44	0.708089373526377	1	GO:MF	Down-planktonic
GO:0016791	phosphatase activity	0	5	1	1	GO:MF	Down-planktonic
GO:0016887	ATP hydrolysis activity	2	47	0.742196317042645	1	GO:MF	Down-planktonic
GO:0020037	heme binding	0	7	1	1	GO:MF	Down-planktonic
GO:0022857	transmembrane transporter activity	4	50	0.295330235252228	1	GO:MF	Down-planktonic
GO:0030170	pyridoxal phosphate binding	1	19	0.660615880221905	1	GO:MF	Down-planktonic
GO:0030976	thiamine pyrophosphate binding	1	7	0.327697191320319	1	GO:MF	Down-planktonic
GO:0042578	phosphoric ester hydrolase activity	0	5	1	1	GO:MF	Down-planktonic
GO:0042626	ATPase-coupled transmembrane transporter activity	2	58	0.83965723565358	1	GO:MF	Down-planktonic
GO:0042834	peptidoglycan binding	1	5	0.246839429790169	1	GO:MF	Down-planktonic
GO:0043022	ribosome binding	0	5	1	1	GO:MF	Down-planktonic
GO:0046872	metal ion binding	3	63	0.685035981539483	1	GO:MF	Down-planktonic
GO:0050660	flavin adenine dinucleotide binding	1	14	0.548576030677216	1	GO:MF	Down-planktonic
GO:0050661	NADP binding	0	11	1	1	GO:MF	Down-planktonic
GO:0051287	NAD binding	2	12	0.138490825539833	1	GO:MF	Down-planktonic
GO:0051536	iron-sulfur cluster binding	0	5	1	1	GO:MF	Down-planktonic
GO:0051539	4 iron, 4 sulfur cluster binding	0	10	1	1	GO:MF	Down-planktonic
GO:0070403	NAD+ binding	0	5	1	1	GO:MF	Down-planktonic
GO:0071949	FAD binding	0	5	1	1	GO:MF	Down-planktonic
GO:0140359	ABC-type transporter activity	2	60	0.853338476647036	1	GO:MF	Down-planktonic
GO:1904047	S-adenosyl-L-methionine binding	0	20	1	1	GO:MF	Down-planktonic
