tx	gene_id	N052611_albuterol_dexamethasone	N052611_albuterol	N052611_dexamethasone	N052611_untreated	N061011_albuterol_dexamethasone	N061011_albuterol	N061011_dexamethasone	N061011_untreated	N080611_albuterol_dexamethasone	N080611_albuterol	N080611_dexamethasone	N080611_untreated	N61311_albuterol_dexamethasone	N61311_albuterol	N61311_dexamethasone	N61311_untreated
NM_175719.2	TPO	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_000547.4	TPO	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_175721.2	TPO	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_175722.2	TPO	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_012293.1	PXDN	203.788362	214.807919	176.046852	181.29632	178.090355	164.887207	192.361346	155.160126	223.687157	235.119899	267.854559	205.67244	158.813401	139.866943	162.998918	134.192569
XM_002342190.1	LOC100288793	0.962971	1.260581	0.491647	2.02032	0.799806	1.337584	0.686547	1.45484	2.039229	1.099053	2.012934	1.572652	2.701388	2.077764	2.698142	1.326213
NM_015025.2	MYT1L	0	0.009975	0	0	0	0	0.016585	0	0	0	0	0	0	0	0.016422	0
NR_024468.1	LOC730811	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XM_001134159.1	LOC729897	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XM_001714359.2	LOC100132738	0	0	0	0	0	0	0	0	0	0	0.049059	0	0	0	0.073401	0
NM_003310.2	TSSC1	13.244156	12.789559	11.228568	16.553234	12.26234	11.868995	13.81584	10.366492	15.513393	17.479361	16.315701	12.910845	12.442183	13.974665	13.635082	15.387894
NM_016030.5	TTC15	24.029066	26.083117	25.38492	25.782304	27.992997	26.564322	25.599159	28.447747	26.250288	25.465796	27.201374	24.802641	22.547741	21.685548	24.166364	24.583058
XM_002342191.1	LOC100288893	2.161727	1.714547	1.505441	1.925187	1.51985	2.637521	1.743287	2.358623	1.512706	1.829167	1.313883	1.090379	1.086496	2.132843	1.336868	1.882148
NM_018269.2	ADI1	91.005222	131.124057	137.695863	92.200458	110.764239	77.163645	111.739958	72.933739	89.796934	116.594583	107.400525	82.048481	129.007942	81.84631	123.031899	81.091735
NM_002936.3	RNASEH1	24.083929	31.019318	27.024962	24.957172	25.609389	26.102368	29.833852	24.382826	29.273947	29.569767	34.484746	27.343022	29.064407	28.399903	27.837034	23.927156
NM_001011.3	RPS7	1184.340005	1143.11432	1279.887703	1350.733383	1295.814277	1278.519093	1218.766674	1271.403081	1495.614652	1624.133965	1490.900856	1512.315564	1364.353169	1373.875033	1446.043743	1393.391037
NM_199235.1	COLEC11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_024027.3	COLEC11	0.098099	0.18146	0	0.158051	0.371382	0.081911	0.100662	0.214081	0.202334	0.145284	0	0.081643	0.197394	0	0.099976	0
NM_018436.3	ALLC	0	0	0	0	0.132317	0	0	0	0	0	0	0	0	0	0	0
XM_001127882.2	LOC728597	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_003108.3	SOX11	0.013163	0.016264	0	0	0.019933	0	0	0	0	0.009741	0	0.010877	0	0	0	0.012342
NR_026832.1	LOC150622	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_026833.1	LOC400940	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XR_041684.1	FLJ42418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_207315.2	CMPK2	0.039775	0.024558	0.055406	0.063824	0.030116	0.099056	0.040842	0.043394	0	0.029442	0.054136	0.065881	0.079839	0.075268	0.202378	0.410248
NM_080657.4	RSAD2	0.033579	0	0.09355	0.21543	0.025424	0.055715	0	0.183164	0.103875	0	0.02285	0.027794	0.033692	0.095206	0	0.724158
NM_014746.3	RNF144A	0.080735	0.236881	0.140585	0.145542	0.779386	0.68562	0.974277	0.396335	0.10406	0.089628	0.041199	0.300383	0.222643	0.304473	0.205286	0.208177
NR_015405.1	LOC339788	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_002166.4	ID2	121.946383	144.534086	117.770433	126.957678	87.955879	166.199128	140.54259	111.595074	104.030149	120.880181	114.316117	82.135264	98.750707	115.261434	147.254726	133.573899
NM_020738.2	KIDINS220	55.706319	57.558351	46.287091	47.299628	55.455521	57.921455	60.830128	57.919838	52.020172	40.335747	44.329929	50.695009	47.350846	50.960075	40.042731	47.260467
NM_138799.2	MBOAT2	17.268594	16.215576	14.415944	15.208342	14.454913	18.319457	13.989898	16.648444	17.933918	11.340995	12.675574	16.668053	10.971323	13.423655	9.931407	12.715958
NM_003887.2	ASAP2	7.778939	8.541241	10.126887	15.11379	17.155805	13.166109	13.015035	13.488655	10.724008	14.591746	13.682655	16.104617	4.431367	11.160817	5.134652	10.480972
NM_001135191.1	ASAP2	15.727648	11.582295	10.888794	6.162038	12.015632	14.67895	18.873592	17.899332	14.710766	7.320724	10.76611	11.866556	9.997673	12.827165	8.131821	9.240891
NM_022334.3	ITGB1BP1	1.091787	0.738042	0.380967	0	0.3447	0.904716	1.159669	0.69102	0	0.687197	0.777393	0.294277	0.681197	1.883158	0.797218	0.718064
NM_004763.3	ITGB1BP1	46.565304	47.720582	49.715901	42.817372	70.654354	54.920436	68.560207	56.80545	62.146648	63.497587	63.73581	60.490704	83.526803	73.044917	77.381681	72.284743
NM_016207.2	CPSF3	29.074964	31.299735	32.866162	28.11347	32.597923	29.753692	29.561815	28.976195	31.250464	32.740874	36.076184	34.683573	29.761822	34.381674	30.054412	33.710507
NM_001039613.1	IAH1	86.741487	93.900712	100.309362	80.687475	74.08497	69.656985	74.796278	74.844499	86.676209	98.827012	94.964058	87.310409	90.638466	75.336962	77.949946	79.079127
NM_003183.4	ADAM17	32.296516	46.833781	44.299664	25.290797	47.482881	34.86539	53.185488	35.593718	36.568295	33.037052	36.209303	32.711351	35.3834	27.34041	32.422918	27.34416
XM_001715054.1	LOC100127913	0.567237	0.399873	0.225728	0.456404	0.674907	0.405278	0.582169	0.79574	0.417828	0.419988	0.386147	0.606087	0.651754	0.463489	0.165096	0.607847
NM_006826.2	YWHAQ	363.836139	369.852619	383.428753	327.128289	398.938039	371.12655	386.81212	383.25338	377.440814	339.92455	337.853763	350.677083	395.523892	382.180156	362.121517	371.57981
NM_005680.2	TAF1B	15.141739	12.42891	13.98755	13.594477	14.012289	15.775779	13.710124	15.143109	17.186255	17.475023	18.177378	18.263399	13.673819	16.753117	13.754269	15.035633
NM_014552.2	GRHL1	1.269385	1.184605	0.901666	2.198328	1.025292	1.506948	0.983558	2.089844	2.179641	2.15127	1.955302	1.940931	0.238654	0.56181	0.470449	0.805183
NM_198182.1	GRHL1	0.425688	0.371054	0.752098	0	0	0	0	0	0	0	0	0	0.396185	0	0	0
XR_041686.1	UNQ5830	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_003597.4	KLF11	12.770643	12.342164	11.062833	9.538619	14.052404	21.855457	13.921108	16.407338	13.018416	6.889969	7.343798	11.746119	11.118619	11.345527	7.783275	10.610536
NM_001037160.2	CYS1	3.648988	3.284105	4.347994	4.375011	6.457713	8.251445	6.635572	8.153812	3.989413	2.570895	2.513197	2.986605	2.338943	3.33027	1.521241	2.844346
NM_001034.2	RRM2	1.322482	1.031517	1.01806	0.725715	1.13307	1.126163	1.036372	1.632604	1.686664	2.2411	1.847226	2.247168	1.536529	1.644943	3.151508	2.284249
NM_182626.1	C2orf48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_002149.2	HPCAL1	11.276846	13.259324	12.102149	14.170044	19.703937	20.325067	22.531519	21.023566	15.480606	16.159568	15.195149	15.756799	15.735784	16.69373	16.073749	15.387267
NM_134421.1	HPCAL1	2.206108	1.730802	3.940596	0.896348	1.868872	1.940155	0	0	0.28664	0.179436	0.733802	0.542188	0.980993	0.209522	0.615902	1.057306
NM_002539.1	ODC1	21.042826	26.155241	23.547058	26.83017	31.596743	21.18922	22.573003	21.410555	25.173753	25.161079	27.437624	24.564905	23.511237	17.229816	27.923271	21.393395
NM_024894.2	NOL10	13.567417	17.130994	13.962944	14.3721	15.102213	13.327942	15.838137	16.458249	14.686132	16.112524	15.984385	14.945875	17.947739	18.054261	16.516829	16.139148
NM_001039362.1	ATP6V1C2	0	0	0	0	0	0	0	0	0	0	0.204628	0	0	0	0	0
NM_144583.3	ATP6V1C2	0.189302	0.413597	0.673324	0.533647	0.178194	0.659083	0.624171	0.464724	0.718126	0.810353	0.462986	0.383351	0.580063	0.564203	0.692706	0.576052
NM_005742.2	PDIA6	251.020322	207.306105	230.234214	241.948516	182.668585	223.513476	190.505974	240.349922	261.777574	278.800797	292.497405	236.17271	215.484732	279.166575	234.246625	301.803859
NM_002236.4	KCNF1	0.052822	0.032603	0	0.212087	0	0.131718	0.05423	0.345774	0.435755	0.156409	0.1438	0.525519	0.053043	0.55106	0.161309	0.396225
NM_182500.2	C2orf50	0	0.154171	0	0.201929	0	0.104737	0	0.136509	0	0.092651	0.085191	0.10435	0.252006	0	0	0.117296
NM_152391.3	PQLC3	29.405133	37.010036	42.591308	29.965966	55.190157	41.204699	54.981801	43.228808	27.475939	34.494818	32.936377	29.512573	46.33377	36.636928	42.879395	36.050121
NM_004850.3	ROCK2	63.239386	105.465823	78.467008	48.939892	86.115829	55.672328	95.664596	55.954311	59.71793	65.11555	72.436967	46.816617	96.47355	48.969541	78.193026	45.166041
XR_017673.3	LOC646050	0.13683	0.34582	0.607855	0.751278	0.341276	0.239831	0.289974	0.306534	0.286091	0.20561	0.188656	0.240139	0.324844	0.442253	0.720565	0.705572
XM_001129774.2	LOC650157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_003095.1	E2F6	3.358304	2.134241	0	1.246489	2.05385	2.494484	3.112743	0	2.32388	0.435738	3.379324	2.771838	0.954677	3.01543	1.261211	0.938318
NR_003093.1	E2F6	1.273655	0.767822	0.981738	0.472958	0.403328	0.394596	0	1.187416	0	1.384646	1.216363	0.148	1.155658	1.515792	0.213396	0.509082
NR_003092.1	E2F6	0	0.361978	0	0	0.423355	0	0	1.437331	0	0	0.223034	0.488733	0.9185	0	0.800215	0
NR_003094.1	E2F6	0	0	0	0.69611	0	0	0.870318	0	1.541309	0	0	0	0	0.401496	0	0.688484
NM_198256.2	E2F6	3.557822	4.945053	7.272434	4.046714	2.717442	4.264296	3.068663	3.908226	5.267735	6.70124	3.513696	4.821704	4.213865	4.219706	6.420027	5.385056
NM_014668.3	GREB1	0.311363	0.07527	0.132012	0.173462	0.05125	0.100877	0.097331	0.118143	0.251258	0.140262	0.147367	0.324412	0.067858	0.267711	0.110132	0.266562
NM_148903.2	GREB1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_033090.2	GREB1	0	0	0	0	0.038936	0.042738	0	0	0	0	0	0	0	0	0	0
NM_012344.3	NTSR2	0	0.047855	0	0	0	0	0	0	0	0	0	0	0.077982	0	0	0
NM_145693.1	LPIN1	66.144947	93.488725	128.692178	64.615416	138.712662	65.025065	136.57551	74.403767	56.028853	72.734441	70.891825	61.718387	95.731847	77.294827	91.870715	82.700995
XR_038318.2	LOC729992	0.171843	0.406038	0	0.119971	0.236531	0	0.145383	0.620319	0.163288	0.422223	0.41521	0.118485	0.142977	0.144953	0.17118	0.140616
XM_002342192.1	LOC100288243	0	0	0	0	0.110626	0	0	0	0	0.099101	0	0	0	0	0	0.115304
NR_027303.1	TRIB2	0	2.494848	4.838822	4.177924	2.397497	0.971184	1.501175	0	2.262023	1.139954	2.529808	3.651304	1.209311	2.373113	1.165854	2.874953
NM_021643.3	TRIB2	9.117679	7.476168	5.435875	7.689392	3.910235	7.649582	6.945364	11.855119	7.289782	8.999313	9.421824	7.519771	2.799289	7.586877	3.524007	7.592553
NM_145175.1	FAM84A	0.046369	0.114498	0.073847	0.160738	0.175541	0	0.142824	0.151764	0.191258	0.789449	0.662685	0.038422	0.32585	0.131775	0.283158	0.17391
XM_002342193.1	LOC100288316	0	0	0.786578	0.169437	0	0	0	0	0	0	0	0	0	0	0	0
NM_015909.2	NBAS	27.347327	21.642781	19.257681	24.539348	18.718014	25.88312	19.737901	27.003339	26.143465	20.379741	20.188447	24.30197	17.792954	25.68877	16.873505	26.146418
XM_002342194.1	LOC100288342	0	0.093413	0	0.122679	0.229863	0	0	0	0	0.112364	0	0.12764	0	0.14677	0.154798	0
NM_004939.1	DDX1	79.317003	80.801965	77.677831	72.272959	65.441466	79.083522	70.640865	73.951139	82.883224	73.431371	71.600307	75.522681	77.80095	79.625618	75.505711	77.312977
NR_026766.1	MYCNOS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_005378.4	MYCN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_030797.2	FAM49A	8.589649	5.081324	6.836234	10.93619	6.835525	10.893289	7.375909	12.910812	7.954234	5.711147	6.384771	11.806826	6.434587	14.63973	5.715354	14.62873
NM_001099218.2	RAD51AP2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_003385.4	VSNL1	0	0.037601	0	0.048956	0	0	0	0.066477	0.062831	0.045107	0.082942	0	0	0.057871	0	0
NM_024624.5	SMC6	13.888196	14.777426	14.217248	11.3459	15.17886	14.243673	15.394376	14.970188	10.42397	11.962846	10.596917	13.165808	16.192914	15.225579	16.716829	12.64363
NM_001142286.1	SMC6	1.079746	2.349144	0.731432	1.076858	2.220147	0.933901	1.584801	0.367656	2.279073	1.464998	3.799727	2.765615	3.441954	1.199081	0.326638	1.343158
NM_182625.3	GEN1	3.249399	3.245961	2.741827	3.049407	1.849615	1.752443	2.193078	2.47122	0	1.341865	2.627777	1.732371	2.327344	2.761041	2.035517	2.245922
NM_001130009.1	GEN1	0	0	0	0	0.789157	0.421888	0	0	2.357633	1.146313	0	0.842184	0	0.346099	0.354577	0
NM_001105569.1	MSGN1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_002252.3	KCNS3	3.472354	5.054343	5.125468	4.369575	6.356928	1.636819	4.788723	1.92245	2.511801	6.560413	6.207881	1.97635	4.891816	1.867441	4.589667	2.575513
NM_020905.3	RDH14	25.429917	21.894498	23.359195	19.766543	23.506887	28.861203	26.340431	28.427099	20.995519	21.542651	19.700546	23.590871	25.249637	20.809755	23.280955	22.308215
NM_033253.2	NT5C1B	0.133822	0	0.124272	0.179003	0	0	0.045801	0	0	0.03302	0.121429	0	0.089557	0.126728	0.090796	0
NM_001002006.1	NT5C1B	0	0.128545	0	0	0.063058	0.034574	0	0.181719	0.042939	0	0	0.103474	0	0	0	0.07809
NM_145260.2	OSR1	46.734494	42.517123	33.224561	57.77334	69.98512	42.345117	40.388275	51.060163	23.595292	43.428519	38.16342	25.767368	79.58004	33.453459	62.042359	42.17935
NM_001008237.1	TTC32	1.013796	3.640416	5.411273	1.231117	4.605532	1.989241	3.118282	3.134823	1.91697	1.502108	2.071945	1.273178	5.285468	2.291479	5.175128	0.792103
NM_020779.3	WDR35	8.469914	9.00197	7.130586	6.170162	8.28133	10.895297	8.459463	8.766911	7.375356	6.601636	7.759338	7.345408	8.458955	9.03309	7.511705	6.675489
NM_001006657.1	WDR35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_002381.4	MATN3	3.156977	3.209912	3.686127	2.608543	1.863036	1.349784	2.669347	1.367561	2.728797	3.505361	3.096352	1.654209	2.283773	1.187449	1.653799	1.218875
NM_014713.4	LAPTM4A	624.018208	480.13032	453.839363	524.163936	509.266809	658.148895	486.951391	636.384382	722.775266	550.681971	541.043079	656.86211	500.158365	630.572416	481.988152	576.113316
NM_002997.4	SDC1	13.657591	10.192259	8.983587	18.332482	7.347609	10.715028	6.705733	9.850155	18.769727	12.925659	11.573186	20.099324	6.028372	11.329811	3.4745	10.006692
NM_001006946.1	SDC1	4.883542	0.974995	0.987355	0.387115	1.190556	5.726716	1.753396	6.506398	6.74658	2.21029	0.353055	2.172081	2.078911	2.31862	5.326575	5.511107
XR_078248.1	LOC100131373	0	0	0	0	0.550192	0	0	0	0	0	0	0	0	0	0	0
NM_015317.1	PUM2	40.862321	46.238648	39.706719	33.509655	38.849104	42.207494	46.263328	41.479865	39.421572	35.368848	38.284839	37.411537	39.304526	40.015598	37.170411	38.758137
NM_004040.2	RHOB	87.411746	224.617805	203.592989	101.759273	188.384259	67.097928	215.612895	67.736359	119.618396	175.101092	164.553436	99.060875	154.631248	51.741661	207.096847	82.690145
XM_002342195.1	LOC100289378	15.793015	36.165527	40.028551	18.663483	30.906383	7.817262	30.454579	11.339076	17.341249	18.6948	18.842244	19.817853	23.779539	10.7639	36.371812	15.65866
NM_022460.3	HS1BP3	36.253611	44.013705	43.793403	37.843445	46.888133	45.376999	53.746453	46.008055	44.312943	43.725949	44.364103	36.90807	54.022543	38.406595	48.436538	46.076316
NM_182828.2	GDF7	0.67424	2.156058	1.366015	0.591004	0.974597	0.458926	1.635976	0.468121	0.568866	2.404981	3.254113	0.25427	0.6773	0.232886	1.248161	0.172418
NM_021925.2	C2orf43	10.433475	9.89418	7.150446	9.309567	10.364427	11.15772	10.884294	11.291596	15.320365	15.816674	12.297634	15.037175	10.89108	11.810812	10.447776	12.95257
NM_000384.2	APOB	1.695032	3.750365	3.137223	1.705856	2.334545	0.881674	2.288287	1.083022	0.341229	1.38581	2.020823	0.193338	1.472393	0.470794	1.247457	0.507077
XM_001717344.1	LOC100129278	0	0	0	0	0	0	0	0	0	0	0.012598	0	0	0	0	0
XM_001717454.2	KLHL29	16.036573	21.259266	20.790501	17.823424	20.448831	13.394875	23.396933	15.257287	18.090141	26.554592	29.338974	19.702005	15.811942	12.846987	17.343045	12.557576
NM_017552.1	ATAD2B	3.553936	3.650443	2.72399	2.994874	3.414902	4.550029	3.386372	3.814677	3.796982	2.978756	3.301671	3.243612	3.849193	3.548784	3.033537	3.452789
NM_181713.3	UBXN2A	27.192705	27.32677	26.513051	19.148835	25.736313	30.065297	30.239821	25.853946	24.502901	22.815712	24.193801	24.716701	21.140526	18.52263	21.096501	17.847961
NM_001080473.1	LOC388931	0.08331	0.154156	0.46413	0.268169	0.504626	0	0.598503	0.545395	0.171826	0.308421	0.340285	0.069248	0.251296	0	0.084871	0.078115
NM_001142319.1	C2orf44	0.660485	0	0	0.573983	0.594768	0.306509	0.399695	0.676648	0	0.583899	0.154877	0	0	0.457545	0	0
NM_025203.2	C2orf44	5.570925	6.125416	6.425537	5.197068	6.226399	6.153982	6.176396	5.166247	6.372925	6.262751	5.983925	6.286797	6.170084	5.081246	6.379659	6.869255
NM_054033.2	FKBP1B	2.352192	3.054026	3.017927	2.32158	5.27879	2.974798	4.331345	2.345161	4.193251	4.528286	4.569183	2.453341	4.693049	2.320808	3.316449	1.223183
NM_004116.3	FKBP1B	4.585645	3.132904	6.067304	4.858964	5.665658	4.207497	6.157216	3.695193	2.71646	4.643009	4.322657	3.076377	2.309724	2.451711	1.978201	3.083322
NM_016047.3	SF3B14	106.110635	98.960747	113.866421	124.238187	117.87972	120.939419	111.214582	103.229634	120.009536	121.313725	127.016301	135.255498	103.440247	102.871301	99.96106	107.375131
NM_004881.2	TP53I3	15.307236	10.624836	11.916641	13.52131	12.803616	20.01887	11.98957	14.687369	15.006916	9.302449	13.134627	13.921589	13.738588	23.964268	16.755387	18.928266
NM_147184.1	TP53I3	50.014716	59.380021	57.06726	57.473434	50.314467	54.338688	47.107273	61.610259	60.37051	60.475433	42.475028	69.669449	50.458019	56.086594	43.475345	58.725817
XM_002342196.1	LOC100288638	0	0	0	0	1.266497	0	0	0	0	0	0.271029	0	0	1.078047	0	0
NM_199346.1	PFN4	1.090618	0.447441	1.012371	0.883726	0.275252	0.765258	0.559016	0.595146	0.749908	0.404012	0.743058	1.82817	0.550544	0.88244	0.556898	1.192937
NM_001145710.1	LOC375190	3.099701	3.649079	4.447912	4.009195	3.769358	3.998276	4.048338	3.074717	3.390356	2.434354	2.621953	3.907285	3.873943	2.872102	3.44582	4.403651
NM_001040710.1	C2orf84	0.348115	0.128871	0.193948	0.223899	0.263577	0.231874	0.42879	0.303851	0.143593	0.257728	0.284348	0.346826	0.069963	0.066232	0	0.065282
NM_019595.3	ITSN2	13.80156	15.635832	12.453671	14.032648	13.931564	19.325556	13.60485	17.516847	19.425268	12.558146	14.438258	20.094849	14.332532	16.516475	12.83857	14.948033
NM_006277.2	ITSN2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_147152.2	ITSN2	7.117277	3.169018	0	1.591067	1.231177	0	2.287653	0	0	1.70539	2.162873	0	0.458449	1.938231	0	0
XM_933365.1	LOC646049	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_147223.2	NCOA1	12.954054	11.734625	8.611028	12.640929	11.756144	13.556471	13.857626	13.149944	13.535082	7.727108	8.650212	14.123392	9.670778	15.467089	12.505798	12.892129
NM_003743.4	NCOA1	5.342125	9.190193	7.898742	3.723914	6.299658	7.597552	6.264509	6.029503	1.632825	5.934692	3.408532	2.470961	6.943108	5.9039	4.472377	6.019992
NM_147233.2	NCOA1	1.631556	2.50264	1.801146	0.770398	0.802111	1.01961	0.494477	0.542207	2.895711	0	1.592372	1.590058	3.42911	0.481576	1.099449	0.487694
NM_001013663.1	C2orf79	47.814779	48.614988	52.274571	68.499815	58.505484	67.686503	37.352409	61.049316	58.79507	56.675898	58.943306	57.721583	43.514891	58.016262	48.651335	54.945499
NM_024322.1	CENPO	7.197429	6.289878	4.654515	7.624607	4.818518	6.900739	2.575549	6.836997	5.279717	4.607047	5.140419	5.812149	5.419013	7.426329	5.415696	7.80682
NM_004036.3	ADCY3	25.859737	38.634393	45.362158	25.526034	51.568158	37.914306	56.142895	40.304081	36.395056	43.817566	48.522682	34.573803	31.151787	25.015877	31.429208	27.368926
NM_016544.1	DNAJC27	2.975303	3.067731	2.373176	3.192109	4.196651	3.559801	3.129521	3.559931	3.562773	3.196583	3.444863	3.214881	2.887855	2.897652	2.416273	2.587301
NM_014971.1	EFR3B	0.324149	0.114427	0.021503	0.247262	0.198681	0.472956	0.110976	0.707225	0.190992	0.045695	0.063012	0.3572	0.077379	0.727029	0.06279	0.622349
NM_000939.2	POMC	0.103408	0.25501	0	0.25	0	0.431952	0.106104	0.112835	0	0.076576	0.070409	0.2583	1.040622	0.593888	0.527007	0.29088
NM_001035256.1	POMC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_153759.2	DNMT3A	3.025281	2.180112	1.451057	0	1.689768	3.349592	1.248489	3.250216	3.854597	0.656062	0	1.417862	0	3.278375	0	0.896855
NM_022552.3	DNMT3A	5.297544	3.809874	2.276366	6.610664	2.552	5.745376	4.203502	4.794496	5.117704	4.517803	4.937316	6.262214	5.718143	5.456624	4.282328	6.554311
NM_175629.1	DNMT3A	0	0	0.473431	0	0	0	0	0	0	0	0	0	0	0	0	0
XM_002342198.1	LOC100288694	0.701082	0.437607	0.244962	0.286249	0.398113	0.591536	0.359964	0.191285	0.723089	0.26536	0.238817	0.588155	0.355497	0.679908	0.178967	0.841268
NM_175630.1	DNMT3A	1.119586	0.541495	0.140652	0.43706	0.637734	0.650674	0.463164	0.430958	0.837182	0.131855	0.438284	0.377589	0.379623	0.252855	0.371735	0.441677
XR_038622.2	LOC100131510	0.202316	0	0.281687	0	0.153186	0	0	0.441644	0	0	0.137868	0	0.40887	0	0	0.379351
NM_183361.1	DTNB	0.156084	0.707594	1.418392	0.365263	0	1.67131	0	1.842639	1.449996	0.936052	1.086112	0.679703	1.04681	0.958352	0.554511	0.68373
NM_033148.2	DTNB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_033147.2	DTNB	0	0	0	0	0.306889	0	0	0	0	0	0	0	0	0	0	0
NM_183360.1	DTNB	3.312207	2.2714	1.58516	4.146134	2.786817	3.528401	2.138765	2.048994	3.108862	2.328589	2.589774	3.338689	1.665408	3.104663	3.280722	2.125349
NM_021907.3	DTNB	0.898729	1.515889	0	0.768178	0.479452	0.68253	1.304619	0.823468	0	0	0.21677	2.040784	0.931345	1.345102	0	2.541051
XM_002342219.1	LOC100289053	0.260343	0	0	0	0	0	0	0	0	0.194748	0	0	0	0	0	0
NM_018263.4	ASXL2	19.978904	21.846688	12.707847	16.55582	17.254986	23.355873	19.777622	20.691154	20.08732	15.713157	18.76172	18.663268	17.068561	19.246139	13.866653	18.010362
NM_002254.6	KIF3C	12.563088	12.656146	12.173287	12.377651	14.106419	15.473196	15.294292	14.311244	11.720464	10.689615	11.513693	12.031249	13.391699	14.265042	12.278335	14.985127
XM_001131246.3	LOC729769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XM_372921.5	LOC391358	0	0.273226	0	0.742116	0	0.384007	0	0.981136	0	1.004289	0	0	0	0.445857	0	0
NM_016131.3	RAB10	96.861906	87.363903	81.521025	75.162566	75.996586	76.915664	69.140225	78.609311	83.836237	79.613354	80.01379	77.27157	85.404147	87.559974	75.064009	84.524831
XM_001721740.1	LOC391359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XR_041889.1	FAM59B	6.507373	5.268003	4.731108	4.841795	5.084091	6.576579	4.419725	5.119247	4.838695	5.200092	5.715629	3.967479	3.952715	3.572424	3.375709	3.743625
NM_000182.4	HADHA	163.60959	190.466507	185.788035	160.408838	201.170751	186.001673	197.715711	162.362998	156.528213	161.230288	162.362551	166.906532	187.044325	146.272015	173.849723	149.630512
NM_000183.2	HADHB	116.159103	128.841694	136.389591	104.651927	169.393248	139.127583	160.007517	138.285546	124.528305	113.449828	112.795001	119.912955	143.441344	114.321592	125.589256	116.350378
NM_001145169.1	GPR113	0	0.143435	0.111079	0.172404	0.174635	0.286465	0.112293	0	0	0	0.054085	0.043976	0.142389	0.138284	0	0.25494
NM_153835.3	GPR113	0.170666	0.038551	0	0.114929	0.166535	0	0.055096	0.114893	0.134486	0	0	0.023534	0.063974	0.174261	0.125446	0
NM_001145168.1	GPR113	0	0.048553	0	0	0	0	0	0.330761	0.166339	0.162276	0.149427	0	0.237406	0	0	0.163449
NM_033505.2	SELI	4.749967	5.47516	3.820567	3.598826	3.281632	4.705595	3.74614	3.624101	4.737432	4.320921	4.751407	4.217348	4.123475	4.406908	3.704226	4.334501
NM_145038.2	C2orf39	0.048254	0	0	0	0.073072	0.040091	0.099086	0	0.099518	0	0.03284	0	0.048447	0	0	0.045246
NM_194323.2	OTOF	0	0.075661	0.03413	0.019636	0.01855	0	0	0	0.025263	0	0	0	0	0	0.049843	0.022973
NM_004802.3	OTOF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_194322.2	OTOF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_194248.2	OTOF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001105519.1	C2orf70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001029881.1	CIB4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_002246.2	KCNK3	0.029486	0.054628	0	0	0	0	0.03028	0	0.091213	0.480129	0.501598	0.121991	0	0	0	0
NM_017877.3	C2orf18	28.923798	30.554567	32.433535	26.629771	34.030777	24.982447	34.231623	26.578763	26.854614	31.401429	31.808827	28.154709	27.120483	22.132344	28.631869	24.672737
NM_001809.3	CENPA	0	0.544794	0.738192	0.568899	0.601959	0.736873	0.725234	0.578311	0	0.39245	0.601387	0	0.53303	0.590252	0.585915	0.496967
NM_001042426.1	CENPA	0.470829	0	0	0	0	0	0	0	0.29133	0	0	0.391715	0	0	0.43086	0
NM_020134.3	DPYSL5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
