tx	gene_id	N052611_albuterol_dexamethasone	N052611_albuterol	N052611_dexamethasone	N052611_untreated	N061011_albuterol_dexamethasone	N061011_albuterol	N061011_dexamethasone	N061011_untreated	N080611_albuterol_dexamethasone	N080611_albuterol	N080611_dexamethasone	N080611_untreated	N61311_albuterol_dexamethasone	N61311_albuterol	N61311_dexamethasone	N61311_untreated
NM_000697.2	ALOX12	0.562843	0.221084	0.356362	0.28759	0.348674	0.127572	0.367725	0.949007	0.31658	0.454527	0.208941	0.339326	0.359644	0.242564	0.260417	0.383816
NM_001004333.3	RNASEK	250.282807	218.189294	245.818041	245.757145	240.726848	249.514035	237.462223	258.854513	292.643856	271.196489	248.618097	301.729493	205.368233	194.395756	200.136832	217.547807
NM_001142798.1	C17orf49	32.57994	28.99648	26.013714	39.657468	38.592306	30.549293	44.577485	35.523979	32.919228	30.052636	31.601807	40.547398	42.747443	30.521154	32.68177	40.346728
NM_174893.2	C17orf49	46.960158	47.128529	50.806703	52.614522	58.36284	65.745867	59.682666	73.965674	47.736524	60.263144	50.979991	53.431523	45.522592	53.640717	65.841929	65.43915
NM_001142799.1	C17orf49	5.732212	6.953484	12.490776	9.618106	14.388399	8.577726	4.878054	4.403297	10.517822	6.243468	12.442678	11.160685	17.225115	9.193405	18.456613	9.986514
NM_181844.3	BCL6B	0	0.020655	0.046595	0.053649	0.050652	0.083249	0.068697	0	0.068983	0	0	0.027687	0	0.063225	0.068065	0.031364
NM_201566.2	SLC16A13	1.981258	0.785822	1.379789	2.275708	1.553693	1.885482	1.597868	2.933706	1.167498	1.990711	1.589453	1.938862	1.56439	2.01982	0.576498	1.990409
NM_153357.1	SLC16A11	0.478785	0.548629	0.47634	0.659821	0.880392	0.398591	0.631876	0.522382	0.564266	0.911486	1.024254	0.681377	0.137458	0.325263	0.348266	0.192399
NM_006344.2	CLEC10A	0	0.04504	0	0	0	0	0	0	0.075284	0.05405	0	0	0	0	0	0
NM_182906.2	CLEC10A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_080914.1	ASGR2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_080913.2	ASGR2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001181.3	ASGR2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_080912.2	ASGR2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001671.3	ASGR1	0.167113	0.257686	0.232753	0.403453	0.316326	0.418001	0.171507	0.273506	0.947843	0.123734	0.341294	0.48618	0.168029	0.478138	0.340493	0.626769
NM_001128827.1	DLG4	13.219994	8.746868	8.80529	11.307165	10.486553	17.096323	10.10147	15.268892	13.447698	8.346551	8.918824	11.360842	7.975857	13.599182	9.385235	12.959898
NM_001365.3	DLG4	2.6356	2.591265	1.602115	1.708577	1.633008	2.208823	2.330197	1.902723	1.993774	1.080348	1.557449	1.890764	1.712755	1.940887	1.674177	1.563227
NM_000018.2	ACADVL	120.698036	97.075951	106.215197	115.563377	140.429307	204.825797	150.323586	186.050331	126.871087	127.486805	129.362652	117.062036	118.701318	118.931706	105.688134	126.621729
NM_001033859.1	ACADVL	3.035225	1.151869	0	1.025745	3.811129	0	3.42752	0	7.065077	0	0	0	0	0	3.008749	0.841967
NM_004422.2	DVL2	35.735853	28.145776	25.575544	31.736264	30.100269	43.629703	31.353614	40.791994	39.53102	28.638991	26.49049	36.837792	35.232264	47.862788	36.965917	46.954964
NM_024297.2	PHF23	44.920646	37.960579	37.041046	39.458744	34.964129	59.335445	34.493406	46.853348	55.277991	47.665358	42.967124	61.014791	47.88929	52.838516	44.759356	47.791715
NM_007278.1	GABARAP	720.50789	636.677251	710.69795	671.931848	634.44969	802.364893	636.92015	781.630606	796.34627	585.880561	570.989371	748.354606	653.256705	814.796246	640.544684	794.550648
NM_001143775.1	DULLARD	114.330437	97.458632	99.680566	106.417754	97.429071	113.898084	99.408495	109.58192	113.183986	99.389154	98.514102	108.211596	94.96045	99.380332	87.384972	102.289211
NM_015343.4	DULLARD	9.13758	9.01262	10.512624	2.888554	6.166937	8.530943	9.210231	6.568158	5.003592	9.012577	6.639785	9.094039	6.552091	7.111118	14.344124	8.464296
NM_203415.1	C17orf81	18.059946	14.403357	11.167659	12.309228	13.234196	9.678186	15.705836	13.835809	6.479814	10.508677	12.813755	5.464966	15.311604	18.43149	14.293718	16.619969
NM_203414.1	C17orf81	6.222806	7.959567	11.566272	11.735366	8.05449	17.11457	8.973309	9.172036	15.147301	12.904535	9.443455	15.962483	13.848668	7.810939	12.82646	10.626952
NM_203413.1	C17orf81	4.211727	3.707791	4.447776	3.495897	4.633453	5.20605	3.506356	3.600451	3.75053	3.66806	3.872181	4.82839	4.546006	5.556103	4.729129	5.597048
NM_015362.3	C17orf81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001307.4	CLDN7	2.197392	2.761015	3.853988	1.768083	3.204291	1.288986	4.343403	2.04237	1.174987	1.868006	1.49588	1.082188	1.227351	0.853465	0.994875	0.992029
NM_001042.2	SLC2A4	0.1506	0.209222	0.262227	0	0.17104	0.062495	0.11598	0.082149	0.077646	0.167209	0.102483	0.093524	0.075566	0.035609	0.038311	0
NM_015982.3	YBX2	0	0.048692	0	0	0.119531	0	0	0.258373	0.162801	0.058443	0	0.065587	0.079352	0	0.080405	0
NM_001143760.1	EIF5A	11.600164	32.048964	25.890237	11.884586	32.27753	37.604151	15.600929	18.952365	14.366213	18.563554	26.348374	24.584062	17.176042	9.25127	22.570792	13.241801
NM_001970.4	EIF5A	205.117728	211.227866	183.487357	182.357776	191.697164	181.394247	195.91457	200.061324	219.358298	256.321167	222.14576	169.468712	292.960893	255.78068	319.294891	266.367897
NM_001143761.1	EIF5A	63.664238	72.729245	100.187464	78.983282	71.169729	45.668875	86.067687	65.07097	66.78369	72.547269	111.963119	94.736337	75.741789	28.702535	74.140031	57.710923
NM_001143762.1	EIF5A	0	0	0	0	0	0.440724	1.537235	4.354211	0	0	1.043549	0	0.532448	0	0	0
NM_004489.4	GPS2	57.256895	62.472071	60.15734	61.681844	66.263816	56.155162	66.937356	54.622381	61.137349	68.810469	65.643795	74.611173	74.967231	58.887441	74.88854	64.655702
NM_001005408.1	NEURL4	0	3.389059	0.932836	3.827508	2.849639	5.618401	0.449195	1.229444	2.10092	0.953527	3.135094	0.937011	4.514818	2.568261	0	2.259016
NM_032442.2	NEURL4	7.594206	4.626495	5.528048	3.465273	4.871236	4.227356	7.327619	6.299069	6.494501	6.558307	4.794757	6.770629	4.185162	6.752824	8.111782	7.006877
XM_001715760.1	LOC390760	0.111709	0	0	0	0	0	0	0.121895	0	0.082727	0	0	0	0	0	0.104743
NM_014716.3	ACAP1	0.57487	0.650592	0.333649	0.807588	0.471536	0.517404	0.590224	0.783974	0.444596	0.283696	0.293426	0.35731	0.384769	0.226968	0.487593	0.314431
NM_001002914.2	KCTD11	27.796323	27.180266	30.933442	27.979459	27.462256	25.20002	23.53308	23.007539	24.10164	28.975472	28.894521	20.892587	26.353551	22.089999	22.689345	24.323197
XM_002343477.1	LOC100289082	6.145134	6.289387	5.662699	7.893081	6.032886	5.238715	6.367043	4.532256	4.545512	7.004337	9.770774	8.945428	9.134152	6.92759	10.296576	6.594905
NM_198154.1	TMEM95	0	0	0.154807	0	0.084164	0	0	0	0	0	0	0	0	0	0	0
NM_003985.3	TNK1	5.173491	5.323396	6.386218	5.636385	3.184645	3.492395	3.152662	2.202596	1.604762	1.99258	2.37576	1.672322	1.39318	2.149897	2.140189	2.484609
NM_020360.2	PLSCR3	83.034054	72.430098	76.477146	84.592372	77.835966	83.302204	77.012167	81.164845	82.046774	79.833502	77.981135	76.828939	72.195071	79.412569	70.421313	90.943149
NM_152766.2	C17orf61	82.080819	80.171006	80.627155	95.124924	83.739154	91.485672	81.285263	86.305185	111.168732	110.99951	91.129445	93.213768	81.085072	81.199518	95.525508	96.276047
NM_020795.2	NLGN2	53.260071	47.123419	44.340756	45.385173	38.385616	51.790913	39.422879	45.248843	50.773723	37.020689	36.684256	44.905778	36.865099	44.545912	42.498355	44.356353
NM_199339.2	SPEM1	0	0	0	0	0	0	0	0	0	0	0	0	0.137336	0	0	0
NM_175734.4	C17orf74	0	0.046513	0	0.060641	0	0	0	0	0	0	0	0	0	0	0	0
NM_178518.2	TMEM102	1.488061	1.913092	2.072686	1.793578	2.86367	1.960208	1.845804	1.420588	1.470562	1.927856	1.94127	0.977445	1.494858	1.354733	1.388861	1.860363
NM_004112.2	FGF11	13.782143	11.281247	9.752268	12.933577	11.035272	13.786179	9.403771	12.634139	9.444255	9.973712	11.926378	7.879491	12.287622	11.340749	13.130025	13.996229
NM_000747.2	CHRNB1	3.55653	3.994369	3.715497	3.212228	6.171077	4.473867	5.122187	4.634645	2.292148	2.705855	2.65579	2.579305	5.257128	4.354112	5.379766	3.566346
NM_001128833.1	ZBTB4	37.802719	46.517015	34.906817	44.239111	50.798558	56.260782	53.356596	59.853293	54.670993	46.535613	41.846207	46.824468	49.065764	51.029291	48.7675	45.988762
NM_020899.3	ZBTB4	40.318377	27.395278	32.603612	32.032389	31.295891	29.185835	23.186333	18.559039	20.343488	26.965801	28.49705	28.806192	22.367455	22.617876	18.519894	27.144082
NM_001102614.1	AMAC1L3	0.216759	0.200429	0	0.174739	0.08206	0.362354	0.111198	0	0.335313	0.16052	0.295185	0	0.218175	0	0	0.304863
NM_000937.3	POLR2A	109.885922	126.337444	111.553657	111.847008	128.643293	93.762645	102.50466	97.112433	91.610307	97.235115	103.468499	105.342128	108.124504	87.872158	100.307642	84.45626
NM_003809.2	TNFSF12	58.661375	53.286923	62.264249	54.235713	67.171919	61.155215	71.680783	60.145336	52.105495	59.58937	58.971389	50.45124	58.205966	51.891465	63.258322	53.573743
NM_172089.2	TNFSF12-TNFSF13	0.498562	0.693741	0.437975	1.204926	0.269502	0.206712	0.439502	0	0.787439	0.549773	0.816447	3.993602	0	0.242899	0	0
NM_003808.3	TNFSF13	4.994129	4.950389	4.532502	3.354332	4.903098	4.851262	4.954966	4.532535	6.899606	5.984673	3.692026	3.454315	4.536315	4.177847	4.26966	5.331992
NM_172088.2	TNFSF13	0	0.24234	0.823894	0	0	0	0	0.369517	0	0	0.986267	0	0	0.606141	0	0
NM_172087.2	TNFSF13	0	0	0.886068	1.118269	0	0.32122	0	0	0	0	0.564461	0	0	0	0.281082	0
NM_015670.4	SENP3	28.410494	31.370598	29.461344	30.189702	29.90293	35.14564	31.653738	32.05178	40.925119	36.508224	39.197345	37.263876	34.355047	33.435848	34.040279	32.53858
NM_001416.2	EIF4A1	391.7503	428.306321	398.409858	380.444818	388.73262	417.404494	406.923325	388.595161	480.990127	522.337983	540.617965	480.942895	484.344776	463.470906	534.162189	458.245181
NR_002918.1	SNORA48	0	0	0	0	7.44345	0	0	0	0	0	0	0	0	4.553885	0	0
NR_002604.2	SNORD10	0	0	0	2.995926	2.879046	0	0	0	0	2.676247	2.463479	0	0	0	0	3.29308
NR_002912.1	SNORA67	9.019195	0	0	0	0	0	0	0	4.432548	0	3.03332	0	9.16145	4.377432	4.478631	4.052453
NM_001251.2	CD68	101.647429	103.186382	88.245395	99.159144	117.933411	100.639983	99.602751	113.506385	81.93249	83.852113	76.259689	106.281834	87.005346	77.145319	76.007193	79.733831
NM_001040059.1	CD68	9.475063	3.842534	12.40626	9.19933	14.576983	14.164639	8.628902	10.640467	13.212454	8.804807	9.919474	7.381003	5.964496	5.530283	2.738536	5.206888
XM_001715803.2	LOC100130387	6.050256	5.870221	4.525077	7.046921	8.228838	9.18104	7.931618	8.191338	5.777442	5.72522	3.814619	4.107684	10.827956	12.13788	8.909673	9.454942
NR_024603.1	MPDU1	4.301205	3.894397	0	0.716515	1.51783	3.747256	3.573607	4.03265	0	1.850527	0	7.653508	0.54542	3.053985	3.979589	3.861098
NM_004870.3	MPDU1	39.924391	38.238263	39.623882	43.011987	32.951541	40.341988	30.135845	37.088054	43.768206	39.314307	42.081457	41.876478	44.670051	47.639426	43.18074	42.075984
NM_006942.1	SOX15	1.000714	1.626978	1.013637	0.805742	2.68638	2.504952	2.800752	2.97792	0.562908	0.471538	0.495486	0.908007	2.104527	1.650746	2.317439	2.047226
NM_004860.2	FXR2	26.796929	30.058963	28.564843	24.833753	26.830168	28.308319	29.882728	26.123732	29.491636	30.17222	31.19247	27.476162	31.105768	28.619031	32.946064	27.485292
NM_133491.2	SAT2	75.185012	55.766223	60.317715	67.790389	68.772316	107.552384	75.622579	90.901236	84.116502	61.164401	57.327732	73.592482	71.703193	78.801844	68.140891	82.44824
NM_001040.2	SHBG	1.497159	0.988867	2.085079	1.55161	1.86232	1.87682	1.426399	2.800561	2.316012	1.821444	2.47572	1.959474	1.291585	2.048557	1.962196	1.102984
NM_001678.3	ATP1B2	0.248369	0.065727	0.148275	0.056916	0	0.147207	0.072868	0.116126	0.10976	0.078788	0.120723	0.088121	0.071207	0.06709	0.036102	0.066538
NM_001126115.1	TP53	0	0.220323	0	0	0	0	0.20452	0.254448	0.200838	0	0.153972	0	0	0	0	0.182536
NM_001126117.1	TP53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001126116.1	TP53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001126112.1	TP53	0	0	1.176833	0	2.383509	0.593215	0	0.722405	1.62132	0.516133	0	1.690321	0	1.322287	2.17288	0.508439
NM_000546.4	TP53	33.710147	25.198213	24.20814	36.176643	21.071734	32.301428	24.006893	34.114418	40.330485	32.641351	37.197241	45.724923	29.22966	41.813583	28.835628	43.680405
NM_001126113.1	TP53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001126114.1	TP53	0	0	0	0	0	0	0	0	0	0	0	0	0.224193	0	0	0
NM_001143990.1	WRAP53	0	0	0	0	0.50872	0	0	0	0	0	0	0	0.590921	0	0	0
NM_001143991.1	WRAP53	0	0	0	0	0	0	0	0	0	0	0	0	0.542363	0	0	0
NM_018081.2	WRAP53	1.737418	1.106629	0.617347	0.90477	1.314025	2.125947	2.366094	2.385117	2.603127	2.218164	2.396331	2.557401	1.621736	1.867793	0.452047	0.316293
NM_001143992.1	WRAP53	1.972432	2.836952	4.366465	3.100934	3.134866	3.378509	2.017823	2.423643	1.992009	2.080988	2.117689	2.529675	2.460939	2.51795	4.791098	5.621492
NM_001406.3	EFNB3	4.157246	2.975827	3.433583	3.570747	3.008384	2.930995	2.682177	2.889805	4.324724	2.532514	2.553607	4.50813	2.288955	3.165918	2.395807	2.656178
NM_020877.2	DNAH2	0	0.015652	0.023527	0.0338	0.025573	0.041927	0.02602	0.027634	0.05224	0.012498	0.022979	0.006975	0.033854	0.031777	0.008586	0.023753
NR_002778.1	RPL29P2	0	0	0	0.182431	0	0.189808	0	0	0	0	0	0	0.227019	0	0	0.210426
NM_001080424.1	KDM6B	13.064498	7.666403	6.522149	9.058826	9.057675	14.998119	9.847003	10.308803	15.529942	8.726209	10.411373	14.099954	8.750235	13.786859	7.947533	12.766368
NM_203411.1	TMEM88	0.783746	0.193039	0.436543	0.380377	0	1.184896	0.160737	1.026384	1.455006	0.58059	0	1.179916	0	0.606035	0.319968	0.44091
XM_002343487.1	LOC100287522	0	0	0	0	0.674467	0	0	0	0	0	0.910677	0	0.225209	0	0	0
NM_032356.3	LSMD1	24.037934	23.448225	25.292027	26.422189	27.806444	26.633369	27.258693	24.628474	26.857268	30.267218	28.194605	23.967262	34.850894	25.064547	41.820695	26.921462
NM_144607.4	CYB5D1	12.61913	13.317521	12.462372	12.333401	14.735909	14.762822	13.216473	15.13658	11.78221	11.756544	11.556002	12.261841	11.747133	11.180254	10.283557	12.362094
NM_001005271.2	CHD3	101.291007	83.537867	66.448801	84.072706	59.241359	94.291794	72.024894	78.961926	83.186075	65.873753	55.222364	76.371863	85.910189	125.74023	73.058614	82.651166
NM_001005273.2	CHD3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.04461
NM_005852.3	CHD3	60.754211	51.31297	49.807833	46.444033	64.764528	66.670371	53.214617	53.108524	55.961036	34.55687	50.910339	52.408115	40.24628	32.694579	36.610268	38.552462
NR_003000.1	SCARNA21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_024349.1	LOC284023	3.281794	3.405818	4.571333	2.825308	3.709218	3.358646	4.24845	3.736083	2.89367	2.992641	3.722426	1.931343	3.151529	3.605209	2.372047	2.319019
NM_004732.2	KCNAB3	1.08607	0.957107	1.080494	0.936054	0.763586	1.616052	1.433191	0.761782	0.879996	0.918991	0.633704	0.70896	0.467891	0.886867	0.316075	0.654651
NM_021210.3	TRAPPC1	183.652114	214.352261	230.842262	216.5953	204.60885	179.193494	199.562281	184.306393	222.907003	258.624996	233.494645	218.681351	233.539268	198.640925	240.13319	208.75317
NM_001037144.4	CNTROB	2.169905	0.286512	0	0	1.144755	0.377483	0.448964	0.403063	0	0	0.267053	0.892	1.855231	0.408679	0	1.858311
NM_053051.2	CNTROB	12.174045	13.708812	12.827448	13.11269	16.408727	17.156832	15.715986	14.589079	14.24301	13.561038	12.281765	13.439871	11.713537	15.363839	14.699068	13.23207
NM_000180.3	GUCY2D	0	0.060216	0.090557	0	0.098442	0	0.066756	0	0	0.072175	0	0	0	0	0.03307	0
NM_001141.2	ALOX15B	0.792274	2.672187	2.779799	0	8.000214	0	5.697401	0	0	2.026293	2.370173	0	3.054446	0	1.881955	0
NM_001039130.1	ALOX15B	0	1.790624	2.326736	0	0	0	3.505367	0	0.187934	1.275146	1.298392	0	1.420653	0	1.715168	0
NM_001039131.1	ALOX15B	0	0	0	0	1.275002	0	0	0	0	0	0	0	0.571337	0.045668	0	0
NM_001139.2	ALOX12B	0	0	0	0	0	0	0	0	0	0	0.032686	0	0	0	0	0
XM_002343488.1	LOC100287561	0	0	0	0.205714	0	0	0	0	0	0	0	0	0	0	0	0
NM_021628.2	ALOXE3	0	0.045226	0	0.029376	0.083186	0	0.075211	0	0.037764	0	0.024921	0	0	0	0.149056	0.034339
NM_032580.2	HES7	0.303815	0.062438	0	0	0.076679	0.084587	0.103914	0	0.10444	0	0.068953	0.084306	0	0	0	0
NM_002616.2	PER1	10.767586	35.652294	26.757893	2.559186	34.203727	7.30424	34.597774	3.024414	8.780198	25.318818	26.830431	4.442802	34.53462	5.792513	35.980831	4.038481
NM_014232.2	VAMP2	49.766471	61.255989	62.489828	39.521024	57.011963	47.942009	55.314611	43.166387	41.903771	40.012346	39.280242	41.412612	53.661211	36.424592	47.737861	36.833872
NM_183065.2	TMEM107	7.200335	7.862916	7.270259	5.501819	12.16284	8.420357	12.919805	8.180587	5.414389	6.399877	7.106293	5.07947	7.925728	4.86088	7.427473	6.473222
NM_032354.3	TMEM107	0.32008	0.933755	0.365094	0.709147	0.292374	0.53196	0	1.469768	0.884346	1.084609	0.167249	0	0.338126	0.684203	0.303203	0.249157
NM_017622.2	C17orf59	5.895549	6.564176	6.248051	6.901008	9.024709	6.55905	8.354261	7.760705	6.211722	6.64181	4.623475	5.956069	9.592678	6.698997	8.091108	7.3906
NM_004217.2	AURKB	0.729885	0.771384	1.306943	0.756289	1.105276	1.045405	0.855888	1.251525	0.215063	0.617713	0.425971	0.607761	0.839458	0.898389	1.062812	0.68437
NR_026951.1	C17orf44	1.569608	1.758	1.376557	1.120805	2.288834	2.610733	2.506535	2.093033	1.798423	0.903756	0.474803	2.025183	0.525507	0.882996	1.242882	0.763122
NM_025099.5	C17orf68	3.373487	3.483368	3.08759	3.655061	4.528513	3.887153	4.318479	3.964581	3.747344	3.811335	4.0361	3.636906	2.679764	2.548828	2.469507	2.979773
NM_012393.2	PFAS	4.871139	5.16554	3.482934	4.352203	4.618381	4.768601	4.227972	5.337503	4.311596	6.348951	6.672746	4.598256	5.922604	5.528743	5.524547	6.8107
NM_201520.1	SLC25A35	1.784345	2.570634	2.768972	1.997316	2.682289	2.617448	2.98387	3.064263	1.729667	1.953637	1.596276	2.084312	3.057665	2.082222	2.702707	2.654332
NM_016492.3	RANGRF	27.27667	26.092008	31.762504	29.04792	29.87778	29.824107	28.793474	26.870961	26.840566	26.150997	30.62784	28.27363	29.132233	28.566078	28.64249	29.422716
NM_173728.2	ARHGEF15	0	0	0.039159	0	0	0	0	0	0	0	0	0	0	0	0	0
XM_002343478.1	LOC100289146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_153007.4	ODF4	0	0	0	0	0	0	0	0	0	0	0	0	0	0.108738	0	0
NR_024447.1	LOC100128288	1.713089	1.480177	1.749849	1.880627	1.686191	1.899395	1.817283	1.619815	1.413228	1.09909	0.777301	2.225904	1.605855	2.059549	0.87201	1.659811
NM_213597.2	KRBA2	2.803994	2.730086	1.475455	2.803951	3.066632	3.888198	2.686523	3.127246	2.955757	2.02971	1.993344	2.946998	2.879434	3.966252	1.966783	3.622384
NM_000987.3	RPL26	2860.416664	2775.346007	2796.543922	3666.413615	2987.931685	3051.966514	2760.455022	3088.791943	3236.737014	3336.432528	3182.502459	3966.368417	3282.91068	3787.71162	3757.981837	3517.29143
XM_002343479.1	RNF222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001025579.1	NDEL1	22.28366	36.381323	30.346403	29.110951	24.675054	24.641205	36.318586	21.069702	25.293108	27.008805	33.537918	32.036579	31.583851	17.26414	31.565089	20.958043
NM_030808.3	NDEL1	25.906619	32.750138	25.898071	19.228416	24.030116	21.93327	27.854869	25.851232	26.929144	34.471215	32.385887	22.677728	25.783474	25.207655	28.045252	24.17874
NM_005964.1	MYH10	163.864593	224.004144	354.131616	234.145282	257.905036	196.726588	306.529724	215.251983	132.913186	191.063167	228.270232	120.884656	157.035663	122.842315	148.396742	123.470178
NM_144681.1	CCDC42	0	0.057021	0	0.074459	0.070012	0	0.094888	0	0	0	0.062953	0	0	0	0.094222	0.260101
NM_001128076.1	SPDYE4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_152599.2	MFSD6L	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001010855.2	PIK3R6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_014308.3	PIK3R5	0	0	0	0	0	0	0	0	0	0	0.01793	0.021798	0	0	0	0
NM_001142633.1	PIK3R5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_004822.2	NTN1	81.487874	107.191503	95.048836	71.421424	99.715378	67.363686	103.91529	70.276778	38.003415	44.109741	48.275632	32.013659	113.564768	89.333862	109.015665	83.879953
NM_004853.1	STX8	49.768137	42.015718	48.456337	55.77307	58.254849	55.090452	63.13108	55.52056	51.328401	59.864459	60.522646	59.505911	52.811786	46.610098	52.04548	55.373041
NM_145054.4	WDR16	0.080262	0.273096	0.146824	0.088846	0	0	0	0	0	0	0.301153	0	0	0	0	0
NM_001080556.1	WDR16	0.095195	0	0.179283	0	0.372287	0.255658	0.126187	0.268227	0.253519	0.136502	0	0.101987	0.061741	0	0.125157	0.115258
NM_153210.3	USP43	0.144002	0.088932	0.280836	0.046178	0.196256	0.023882	0.207032	0.062839	0.11879	0.319749	0.29396	0.142977	0.17335	0.081588	0.292991	0.162028
NM_001105571.1	DHRS7C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XM_001128221.2	LOC644070	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_004246.1	GLP2R	0	0	0	0.060156	0	0.124617	0	0	0.694196	0.166134	0.254577	0.124254	0.075179	0	0.076182	0.070133
NM_002903.2	RCVRN	0.110504	0.068116	0	0	0.083669	0.184768	0.226751	0.482322	0	0.081835	0	0.092063	0	0	0.112654	0
NM_003644.2	GAS7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001130831.1	GAS7	0	1.733498	0.838169	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_201432.1	GAS7	0	0	0	0	0.231751	1.261529	0	0.410938	0	0	0	0	0	0.309324	0.302102	0.219432
NM_201433.1	GAS7	5.261335	0.217188	0	3.37313	9.007696	21.336168	10.218601	19.52633	3.145378	1.097712	1.361406	3.087416	1.627302	7.361463	1.264297	5.029559
XM_001721631.1	LOC100129677	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_003802.2	MYH13	0	0.059647	0.026903	0	0.336302	0.047997	0.416526	0	0.278789	0.343034	0.249662	0.079832	0.824979	0.169607	0.679199	0.090541
NM_002472.2	MYH8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_017533.2	MYH4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_005963.3	MYH1	0	0	0.026761	0	0	0.015914	0.01973	0	0	0	0.013182	0	0	0.018109	0.019538	0
NM_001100112.1	MYH2	0	0	0.013238	0	0.007195	0	0	0.010367	0	0	0	0	0.009569	0	0	0
NM_017534.5	MYH2	0	0	0.013238	0	0.007195	0	0	0.010367	0	0	0	0	0.009569	0	0.039815	0
XM_001721685.1	LOC100131621	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_002470.2	MYH3	0.268761	0.450617	0.561599	0.507538	0.552347	0.349879	0.512626	0.52356	0.395896	0.951927	0.888088	0.396775	0.546628	0.3562	0.495174	0.522008
NM_004589.2	SCO1	28.408975	34.490159	30.143294	28.112379	31.170777	28.234063	29.449738	28.611661	32.639967	40.030107	37.475822	29.55847	27.911374	25.218873	22.614281	26.240914
NM_020233.4	C17orf48	12.652851	10.609858	14.628058	11.379627	12.272641	11.996493	14.089049	11.098556	11.34256	11.94011	11.54104	11.478911	8.481154	11.592244	9.435683	10.468108
NM_001004313.1	TMEM220	5.833845	5.213474	4.704759	4.741617	6.42223	5.320019	4.847418	5.820184	4.828349	5.625004	5.484829	4.512998	4.814694	4.102473	4.21791	3.958614
NM_001101387.1	PIRT	0	0	0	0	0	0	0	0.037142	0	0	0.023167	0	0	0	0	0
NM_207386.2	FLJ45455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XM_002343480.1	LOC100289291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001372.3	DNAH9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_004662.2	DNAH9	0	0	0	0.030222	0.028526	0	0	0	0.038849	0	0.025638	0.031196	0	0	0	0
NM_144680.2	ZNF18	6.646001	6.58085	7.935071	6.060611	6.698477	5.339715	6.1149	7.956879	6.096653	6.005621	6.549293	6.506554	6.541106	5.638326	5.0068	6.555316
NM_003010.2	MAP2K4	19.855618	21.011536	18.074605	15.417073	15.628365	19.830565	19.679968	17.000049	20.474129	18.300668	19.176345	20.124198	16.957771	17.096131	16.876588	17.439235
NM_153604.1	MYOCD	0.677525	1.981951	1.402221	1.291228	4.262199	2.349715	3.162817	1.43213	3.090936	0.940339	1.148801	1.622112	1.55069	1.002104	1.202626	0.545434
XR_078523.1	LOC100128006	0	0.040935	0.136169	0	0.13903	0.054577	0.225685	0	0.069107	0	0.043997	0.119168	0.076452	0	0.033666	0.035861
NM_014859.4	RICH2	0.577232	0.696013	0.727515	0.616957	1.186281	1.390193	1.524306	1.469347	1.077044	0.793432	0.692031	0.841396	0.496309	1.037986	0.671093	0.979387
NM_018127.5	ELAC2	28.51661	35.96953	31.305089	31.624189	32.745919	30.819267	34.026027	27.792806	31.645366	36.544361	33.006206	33.166907	36.626922	28.399978	34.323641	31.515874
XM_002343489.1	LOC100287710	1.934747	3.889973	2.339353	2.748054	3.302943	2.851194	2.14039	4.047251	3.19492	2.923113	4.263257	3.174728	3.220752	1.578279	2.541457	3.442096
